,id_funcionario,nome,cargo,departamento,obra_atual,data_admissao,salario,sexo,escolaridade,tem_cnh,certificacoes_seguranca,ultimo_treinamento,horas_treinamento_ano,dias_ausencia_mes,acidentes_trabalho,uso_epi_score,avaliacao_performance,status_funcionario,data_demissao,motivo_saida,custo_contratacao,tempo_preenchimento_vaga_dias,data_nascimento
133,1134,Dirce Rocha,Técnica em Laboratório,Técnico,Industrial Norte,2022-07-18,4000,F,Técnico,Sim,NR18;NR15,2024-08-28,55,0,0,10,9.2,Ativo,,,,6200,1986-07-12
134,1135,Olegário Alves,Serralheiro,Operacional,Comercial Centro,2023-02-10,3250,M,Técnico,Sim,NR18;NR12,2024-08-15,45,1,0,9.2,8.6,Ativo,,,,4200,1973-03-25
135,1136,Rosa Lima,Coordenadora de Vendas,Administrativo,Escritório Central,2017-09-05,7200,F,Superior Completo,Sim,,2024-09-08,55,0,0,10,9.5,Ativo,,,,11800,1995-03-19
136,1137,Walmir Santos,Ajudante de Eletricista,Operacional,Residencial Jardins,2024-06-20,2200,M,Ensino Fundamental,Não,NR18,2024-08-12,22,3,0,8.2,7.6,Ativo,,,,2600,1959-09-18
137,1138,Dilma Silva,Auxiliar de Biblioteca,Administrativo,Escritório Central,2023-08-15,2000,F,Ensino Médio,Não,,2024-08-05,18,2,0,10,8.1,Ativo,,,,2500,1992-08-30
138,1139,Osvaldo Costa,Mestre Soldador,Operacional,Industrial Norte,2016-12-08,4800,M,Técnico,Sim,NR18;NR33;NR35,2024-08-30,65,0,0,9.8,9.3,Ativo,,,,6200,1959-02-06
139,1140,Judite Rocha,Analista de Treinamento,Técnico,Escritório Central,2020-05-22,5000,F,Superior Completo,Sim,,2024-09-02,62,0,0,10,9.4,Ativo,,,,7800,1964-05-29
140,1141,Roque Alves,Operador de Caldeira,Operacional,Industrial Norte,2021-01-18,3600,M,Técnico,Sim,NR18;NR13,2024-08-22,58,1,0,9.4,8.8,Desligado,2024-09-12,Aposentadoria,5200,35,2000-09-21
141,1142,Eliane Lima,Auxiliar de Farmácia,Técnico,Escritório Central,2023-10-25,2800,F,Técnico,Sim,,2024-08-18,35,1,0,10,8.6,Ativo,,,,3800,1989-10-18
142,1143,Agenor Santos,Carpinteiro de Formas,Operacional,Residencial Jardins,2022-03-15,3300,M,Ensino Médio,Sim,NR18;NR35,2024-08-10,48,1,0,9.1,8.7,Ativo,,,,4300,1983-12-23
143,1144,Norma Silva,Coordenadora de Marketing,Administrativo,Escritório Central,2019-07-08,6800,F,Superior Completo,Sim,,2024-09-05,50,0,0,10,9.4,Ativo,,,,10500,1963-05-04
144,1145,Luiz Antônio,Técnico em Eletrônica Industrial,Técnico,Industrial Norte,2020-11-30,4400,M,Técnico,Sim,NR10;NR12,2024-08-25,55,1,0,9.5,8.9,Ativo,,,,6500,1987-01-27
145,1146,Eunice Costa,Auxiliar de Recursos Humanos,Administrativo,Escritório Central,2024-01-15,2400,F,Superior Incompleto,Não,,2024-08-20,25,2,0,10,8.3,Ativo,,,,3200,1992-07-20
146,1147,Waldecy Rocha,Montador Industrial,Operacional,Industrial Norte,2021-06-25,3500,M,Ensino Médio,Sim,NR18;NR35,2024-08-15,50,1,0,9.2,8.6,Ativo,,,,4800,2002-12-10
147,1148,Cleide Alves,Secretária Executiva,Administrativo,Escritório Central,2018-08-12,4200,F,Superior Completo,Sim,,2024-09-08,45,0,0,10,9.2,Ativo,,,,6500,1969-04-14
148,1149,Manoel Carlos,Soldador MIG,Operacional,Comercial Centro,2023-04-20,3400,M,Técnico,Sim,NR18;NR33,2024-08-12,48,2,0,9,8.4,Ativo,,,,4400,1970-07-29
149,1150,Carmem Lima,Coordenadora de Comunicação,Administrativo,Escritório Central,2020-02-18,5800,F,Superior Completo,Sim,,2024-09-02,48,0,0,10,9.3,Ativo,,,,8800,1990-02-16
150,1151,Severiano Santos,Pedreiro,Operacional,Comercial Centro,2024-07-08,2800,M,Ensino Fundamental,Sim,NR18,2024-08-28,28,3,0,8.7,7.9,Desligado,2024-09-20,Término Contrato,3500,12,2000-02-28
151,1152,Adelaide Silva,Auxiliar de Contabilidade,Administrativo,Escritório Central,2022-09-12,2900,F,Ensino Médio,Não,,2024-08-25,30,1,0,10,8.7,Ativo,,,,3600,1982-10-18
152,1153,Ayrton Costa,Técnico em Automação,Técnico,Industrial Norte,2021-12-05,4600,M,Técnico,Sim,NR10;NR12,2024-08-30,58,0,0,9.6,9.1,Ativo,,,,6800,1982-08-25
153,1154,Vilma Rocha,Coordenadora de Logística,Administrativo,Escritório Central,2019-03-28,6200,F,Superior Completo,Sim,,2024-09-05,52,0,0,10,9.4,Ativo,,,,9500,2000-09-16
154,1155,Givaldo Alves,Operador de Prensa,Operacional,Industrial Norte,2022-05-18,3000,M,Ensino Médio,Sim,NR18;NR12,2024-08-20,42,2,0,9.1,8.3,Ativo,,,,3800,1999-02-08
155,1156,Zuleica Lima,Analista de Processos,Técnico,Escritório Central,2020-10-15,5400,F,Superior Completo,Sim,,2024-08-28,55,0,0,10,9.3,Ativo,,,,8200,1970-07-26
156,1157,Toninho Santos,Ajudante Geral,Operacional,Residencial Jardins,2024-05-12,1900,M,Ensino Fundamental,Não,NR18,2024-08-10,20,4,0,8,7.2,Ativo,,,,2300,1965-01-25
157,1158,Creuzita Silva,Telefonista,Administrativo,Escritório Central,2023-11-20,2100,F,Ensino Médio,Não,,2023-08-15,22,3,0,10,8,Desligado,2024-07-01,Pedido Demissão,,2600,1980-04-30
158,1159,Washington Costa,Soldador TIG,Operacional,Industrial Norte,2019-06-12,4000,M,Técnico,Sim,NR18;NR33;NR35,2024-08-25,62,0,0,9.7,9,Ativo,,,,5600,1969-09-23
159,1160,Magna Rocha,Gerente de Pessoas,Administrativo,Escritório Central,2017-04-15,8800,F,Superior Completo,Sim,,2024-09-10,65,0,0,10,9.7,Ativo,,,,14000,1956-04-17
